METER_NO,CATEGORY,STREET,SUBURB,MAX_STAY_HRS,RESTRICTIONS,OPERATIONAL_DAY,OPERATIONAL_TIME,TAR_ZONE,TAR_RATE_WEEKDAY,TAR_RATE_AH_WE,LOC_DESC,VEH_BAYS,MC_BAYS,MC_RATE,LONGITUDE,LATITUDE,MOBILE_ZONE,MAX_CAP_CHG,ObjectId,geo_shape,geo_point_2d,VEH_BAYS_INT,MON_PARKING,TUE_PARKING,WED_PARKING,THU_PARKING,FRI_PARKING,SAT_PARKING,SUN_PARKING
5010,TICKETLESS METER MULTISPACE,BOUNDARY ST,SOUTH BRISBANE,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.05,,Boundary St between Manning St & Edmondstone St in South Brisbane,6,0,,153.01323,-27.475096,4000620,16,19,"{""coordinates"": [153.01323, -27.475095999999994], ""type"": ""Point""}","-27.475095999999994, 153.01323",6,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
5011,TICKETLESS METER MULTISPACE,BOUNDARY ST,SOUTH BRISBANE,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.05,,Boundary St between Edmondstone St & Melbourne St in South Brisbane,7,0,,153.013008,-27.476319,4000623,16,20,"{""coordinates"": [153.013008, -27.476318999999993], ""type"": ""Point""}","-27.476318999999993, 153.013008",7,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
5012,TICKETLESS METER MULTISPACE,MANNING ST,SOUTH BRISBANE,2,NONE,MON-FRI,8AM-5PM,"Zone 1, 15 min free",6.15,,Manning St between Fish Line St & Melbourne St in South Brisbane,2,0,,153.014389,-27.475684,4000618,,21,"{""coordinates"": [153.01438899999997, -27.475684], ""type"": ""Point""}","-27.475684, 153.01438899999997",2,"[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 6.15}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 6.15}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 6.15}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 6.15}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 6.15}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
5013,PAY BY MOBILE APP ONLY,MANNING ST,SOUTH BRISBANE,4,NONE,MON-FRI,8AM-5PM,"Zone 1, 15 min free",4.05,,Manning St between Melbourne St & Russell St in South Brisbane,5,0,,153.014872,-27.476374,4000629,16,22,"{""coordinates"": [153.014872, -27.476374000000007], ""type"": ""Point""}","-27.476374000000007, 153.014872",5,"[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.05}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.05}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.05}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.05}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.05}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
5014,TICKETLESS METER MULTISPACE,MANNING ST,SOUTH BRISBANE,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.05,,Manning St between Melbourne St & Russell St in South Brisbane,8,0,,153.015476,-27.477274,4000630,16,23,"{""coordinates"": [153.015476, -27.477274000000005], ""type"": ""Point""}","-27.477274000000005, 153.015476",8,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
5015,TICKETLESS METER MULTISPACE,RUSSELL ST,SOUTH BRISBANE,3,NONE,7 DAYS,"7AM-7PM,7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 1, 15 min free",6.15,3.25,Russell St between Cordelia St & Edmonstone St in South Brisbane,13,0,,153.016195,-27.477646,4000627,,24,"{""coordinates"": [153.01619500000004, -27.477646], ""type"": ""Point""}","-27.477646, 153.01619500000004",13,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 6.15}, {'from': '19:00', 'to': '22:00', 'type': 'Free'}, {'from': '22:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 6.15}, {'from': '19:00', 'to': '22:00', 'type': 'Free'}, {'from': '22:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 6.15}, {'from': '19:00', 'to': '22:00', 'type': 'Free'}, {'from': '22:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 6.15}, {'from': '19:00', 'to': '22:00', 'type': 'Free'}, {'from': '22:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 6.15}, {'from': '19:00', 'to': '22:00', 'type': 'Free'}, {'from': '22:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 3.25}, {'from': '19:00', 'to': '22:00', 'type': 'Free'}, {'from': '22:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 3.25}, {'from': '19:00', 'to': '22:00', 'type': 'Free'}, {'from': '22:00', 'to': '23:59', 'type': 'Free'}]"
5016,TICKETLESS METER MULTISPACE,RUSSELL ST,SOUTH BRISBANE,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.05,,Russell St between Cordelia St & Edmonstone St in South Brisbane,9,0,,153.015451,-27.478053,4000633,16,25,"{""coordinates"": [153.015451, -27.478053000000006], ""type"": ""Point""}","-27.478053000000006, 153.015451",9,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
5017,PAY BY MOBILE APP ONLY,MANNING ST,SOUTH BRISBANE,2,NONE,MON-FRI,8AM-5PM,"Zone 1, 15 min free",6.15,,Manning St between Melbourne St & Russell St in South Brisbane,4,0,,153.014762,-27.476474,4000618,,26,"{""coordinates"": [153.014762, -27.476473999999996], ""type"": ""Point""}","-27.476473999999996, 153.014762",4,"[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 6.15}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 6.15}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 6.15}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 6.15}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 6.15}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
5018,TICKETLESS METER MULTISPACE,EDMONDSTONE ST,SOUTH BRISBANE,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.05,,Edmondstone St between Melbourne St & Russell St in South Brisbane,8,0,,153.014347,-27.477535,4000632,16,27,"{""coordinates"": [153.01434700000001, -27.477535000000017], ""type"": ""Point""}","-27.477535000000017, 153.01434700000001",8,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
5019,TICKETLESS METER MULTISPACE,EDMONDSTONE ST,SOUTH BRISBANE,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.05,,Edmondstone St between Russell St & Vulture St in South Brisbane,10,0,,153.015262,-27.478874,4000631,16,28,"{""coordinates"": [153.015262, -27.478873999999994], ""type"": ""Point""}","-27.478873999999994, 153.015262",10,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
5020,TICKETLESS METER MULTISPACE,EDMONDSTONE ST,SOUTH BRISBANE,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.05,,Edmondstone St between Russell St & Vulture St in South Brisbane,8,0,,153.015737,-27.479568,4000631,16,29,"{""coordinates"": [153.01573699999997, -27.479568000000018], ""type"": ""Point""}","-27.479568000000018, 153.01573699999997",8,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
5021,TICKETLESS METER MULTISPACE,EDMONDSTONE ST,SOUTH BRISBANE,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.05,,Edmondstone St between Russell St & Melbourne St in South Brisbane,6,0,,153.014139,-27.47748,4000632,16,30,"{""coordinates"": [153.014139, -27.477480000000003], ""type"": ""Point""}","-27.477480000000003, 153.014139",6,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
5022,PAY BY MOBILE APP ONLY,BRERETON ST,SOUTH BRISBANE,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.05,,Brereton St between Montague Rd & Oxford St in South Brisbane,6,0,,153.011491,-27.474218,4000611,16,31,"{""coordinates"": [153.01149099999998, -27.474218000000008], ""type"": ""Point""}","-27.474218000000008, 153.01149099999998",6,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
5024,TICKETLESS METER MULTISPACE,MOLLISON ST,SOUTH BRISBANE,4,NONE,MON-FRI,8AM-5PM,"Zone 1, 15 min free",4.05,,Mollison St between Montague Rd & Bank St in South Brisbane,8,0,,153.010066,-27.47641,4000610,16,32,"{""coordinates"": [153.010066, -27.476409999999998], ""type"": ""Point""}","-27.476409999999998, 153.010066",8,"[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.05}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.05}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.05}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.05}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.05}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
5025,TICKETLESS METER MULTISPACE,BANK ST,WEST END,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.05,,Bank St between Jane St & Mollison St in West End,21,0,,153.009523,-27.477178,4000668,16,33,"{""coordinates"": [153.009523, -27.477178000000006], ""type"": ""Point""}","-27.477178000000006, 153.009523",21,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
5026,PAY BY MOBILE APP ONLY,MONTAGUE RD,WEST END,4,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.05,,Montague Rd between Mollison St & Jane St in West End,11,0,,153.008889,-27.476249,4000661,16,34,"{""coordinates"": [153.008889, -27.476249], ""type"": ""Point""}","-27.476249, 153.008889",11,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
5028,TICKETLESS METER MULTISPACE,JANE ST,WEST END,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.05,,Jane St between Montague Rd & Bank St in West End,8,0,,153.007261,-27.478398,4000670,16,35,"{""coordinates"": [153.007261, -27.478397999999995], ""type"": ""Point""}","-27.478397999999995, 153.007261",8,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
